doi,title,abstract,publication_year,source,cited_by_count,is_oa,oa_url,query_label
https://doi.org/10.1016/j.pursup.2024.100896,Artificial intelligence and machine learning in purchasing and supply management: A mixed-methods review of the state-of-the-art in literature and practice,"Artificial intelligence and machine learning are key technologies for purchasing organizations worldwide and their usage is still in a nascent stage. This systematic review offers an overview of the state-of-the-art literature and practice, where 46 works meeting the inclusion criteria were interactively classified in 11 use case clusters. The work follows the content analysis approach where the material evaluation was empirically enriched with 20 interviews to assess the cluster's business value and ease of implementation through triangulation. This is the first systematic review in the area of operations and supply chain management utilizing the Computer Classification System as the de facto standard in computer science for clarity in the terminology of these emerging technologies. In matching the literature search with the interview results, a mismatch was found between the reviewed literature and the expert's assessments. For instance, the cluster cost analysis deserves higher research attention as well as supplier sustainability. Moreover, there seems to be a gap in the operational area, which many believe to be first considered due to data availability. The insights may guide researchers and executives to better understand the dynamic capabilities needed to successfully steer the organization in the transformation toward procurement 4.0.",2024,Journal of Purchasing and Supply Management,58,TRUE,https://doi.org/10.1016/j.pursup.2024.100896,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1016/j.rcim.2025.102982,"Integrating large language model and digital twins in the context of industry 5.0: Framework, challenges and opportunities",NA,2025,Robotics and Computer-Integrated Manufacturing,58,FALSE,NA,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1016/j.resglo.2024.100237,"People centric governance model for smart cities development: A systematic review, thematic analysis, and findings","In the Gulf Cooperation Council (GCC) region, comprising Saudi Arabia, the United Arab Emirates, Kuwait, Bahrain, Qatar, and Oman, advanced urban planning and cutting-edge projects signify a dedication to modernity and prosperity. These nations, renowned for substantial energy reserves, are crucial players in the global energy landscape, contributing 45% of proven oil reserves, 25% of oil exports, and 18% of proven natural gas reserves. Significant investments in planned cities showcase the GCC region’s commitment to renewable energy with megaprojects serving as key promoters of a nationalist vision for modernization and sustainability. Criticism has been directed at ambitious designs and sustainability rhetoric, as seen in projects like Masdar City, originally envisioned as carbon-neutral but encountering challenges in realization. The implementation of Smart Cities in Oman is in its early stages, marked by a lack of comprehensive industry-level studies and an absence of an established frameworkbased approach. Limited industry-level studies address citizen-centric Smart governance thereby impacting Quality of Life. Current research emphasizes technology and innovation rather than the cultural sentiments of the local community resulting in gaps in people-centric approach. Moreover, there’s no empirical research to validate the influence of People on Public-Private Partnership enterprises in Smart City development, necessitating the development of a conceptual framework or model to highlight the influence of people on Smart Cities. This deficiency is resulting in a stagnation of innovation and an insufficient quality of life. The goal is to measure the effectiveness of the participatory governance model in improving the quality of life for residents within the smart city. By addressing the identified deficiencies through the application of participatory governance, the research aims to pave the way for a more effective and people-centric approach to smart city development, ultimately fostering innovation, enhancing the quality of life, and promoting sustainable and inclusive outcomes.",2024,Research in Globalization,15,TRUE,https://doi.org/10.1016/j.resglo.2024.100237,Block 1B: AI in research methodology
https://doi.org/10.1016/j.respol.2020.103956,Ties that bind: Ethnic inventors in multinational enterprises’ knowledge integration and exploitation,NA,2020,Research Policy,43,TRUE,https://www.sciencedirect.com/science/article/pii/S0048733320300366,Block 2E: Tacit knowledge
https://doi.org/10.1016/j.respol.2023.104937,Technology transfer challenges in asymmetric alliances between high-technology and low-technology firms,"Low-technology firms face an increasingly disruptive innovation landscape as new legislation and changing market demands force them to dramatically reduce emission levels to become more sustainable. However, successfully developing and implementing sustainable technologies frequently presupposes alliances between low-technology firms (such as process industry companies) and high-tech firms (such as their specialized technology providers). Such alliances are asymmetric and problematic because of differences in approaches to learning, knowledge bases, collaboration routines, and high cognitive distance between high- and low-technology firms. Against this background, we performed a multiple case study of six asymmetric alliances operating in the food and food packaging sectors in the UK. The analysis reveals that technology distance asymmetry, technology integration complexity, and innovation capability incompatibilities prohibit technology transfer effectiveness. By mapping these themes across three phases of technology transfer, we identified a total of nine unique problems that hamper technology transfer effectiveness and, therefore, risk delaying or distorting the implementation of novel sustainable technology. The paper provides theoretical implications for the literature on innovation in LMT firms and for the literature on sustainability alliances along with practical implications for improving technology transfer between high-tech and low-tech firms considering climate change.",2024,Research Policy,32,TRUE,https://doi.org/10.1016/j.respol.2023.104937,Block 2E: Tacit knowledge
https://doi.org/10.1016/j.rser.2024.115063,A critical review of social scientific research on carbon capture and storage,"Carbon capture and storage technologies have become a prominent discussion point within the broader portfolio of mitigation options to limit climate warming to well below 2 °C. Most carbon capture and storage research has focused on technical and economic aspects. However, there is a growing recognition of the systemic nature of sustainability transitions and the importance of diverse societal considerations. Despite this emerging focus, the research field is constrained by persistent assumptions. This critical scoping review of social scientific research on carbon capture and storage analysed 108 research articles. Using a combination of manual and artificial intelligence coding, the analysis focused on identifying social variables. The review identified three key themes: acceptance, engagement and participation, and governance and policy. Social scientific research on carbon capture and storage has been dominated by an acceptance-awareness paradigm and a tendency to view the public solely as actors impacted by the transition. Normative questions have received limited attention, though new interest is emerging. These paradigms and identified research gaps suggest that the field has adopted a transition perspective rather than a transformation perspective. By discussing the differences between these perspectives, this review provides a novel understanding of the research field, which can support socially sustainable development as carbon capture and storage momentum grows. Additionally, the review explores the advantages and challenges of employing artificial intelligence tools in qualitative social sciences. • Transition perspective characterises social scientific research on CCS. • Acceptance dominates CCS research, but its diversity is growing. • Transformation perspective links CCS to more fundamental sustainability debates. • The use of AI in social sciences needs more methodological debate.",2024,Renewable and Sustainable Energy Reviews,11,TRUE,https://doi.org/10.1016/j.rser.2024.115063,Block 1A: AI in research practice (broad fields)
https://doi.org/10.1016/j.socec.2023.102106,Delaying and motivating decisions in the (Bully) dictator game,"We investigate experimentally how decisions in the Dictator Game are affected by cognitive manipulations aimed at promoting greater reliance on deliberation. Specifically, we run an online experiment where we have 6 distinct experimental conditions resulting from the combination of 2 conditions for the Dictator Game (non-bully: the dictator is initially endowed with all the money; bully: the initial endowment is equally split), and 3 conditions for the cognitive manipulations (time delay: decisions are delayed; motivated delay: decisions are delayed and a written motivation is required; control: no manipulation). We find that the equal initial endowment leads the dictator to get less, confirming in the online setting previous evidence from the lab. Further, our findings suggest that the request to write a motivation makes subjects take less for themselves with respect to the mere request to wait some time before choosing.",2023,Journal of Behavioral and Experimental Economics,3,TRUE,https://doi.org/10.1016/j.socec.2023.102106,Block 2D: Pre-registration and explicit reasoning
https://doi.org/10.1016/j.ssmph.2024.101664,A tutorial for conducting intersectional multilevel analysis of individual heterogeneity and discriminatory accuracy (MAIHDA),"Intersectional multilevel analysis of individual heterogeneity and discriminatory accuracy (I-MAIHDA) is an innovative approach for investigating inequalities, including intersectional inequalities in health, disease, psychosocial, socioeconomic, and other outcomes. I-MAIHDA and related MAIHDA approaches have conceptual and methodological advantages over conventional single-level regression analysis. By enabling the study of inequalities produced by numerous interlocking systems of marginalization and oppression, and by addressing many of the limitations of studying interactions in conventional analyses, intersectional MAIHDA provides a valuable analytical tool in social epidemiology, health psychology, precision medicine and public health, environmental justice, and beyond. The approach allows for estimation of average differences between intersectional strata (stratum inequalities), in-depth exploration of interaction effects, as well as decomposition of the total individual variation (heterogeneity) in individual outcomes within and between strata. Specific advice for conducting and interpreting MAIHDA models has been scattered across a burgeoning literature. We consolidate this knowledge into an accessible conceptual and applied tutorial for studying both continuous and binary individual outcomes. We emphasize I-MAIHDA in our illustration, however this tutorial is also informative for understanding related approaches, such as <i>multicategorical MAIHDA</i>, which has been proposed for use in clinical research and beyond. The tutorial will support readers who wish to perform their own analyses and those interested in expanding their understanding of the approach. To demonstrate the methodology, we provide step-by-step analytical advice and present an illustrative health application using simulated data. We provide the data and syntax to replicate all our analyses.",2024,SSM - Population Health,88,TRUE,https://doi.org/10.1016/j.ssmph.2024.101664,Block 2E: Tacit knowledge
https://doi.org/10.1016/j.techfore.2020.120085,Companies’ human capital for university partnerships: A micro-foundational perspective,"Forming strategic partnerships, particularly university partnerships, is among the important aspects of companies’ innovation strategies that shape their innovation performance. While research has uncovered many macro-level attributes of such partnerships, the micro-level, including the human side, of these inter-organizational relationships is only partly understood. We especially lack an understanding of how individual, manager-level characteristics facilitate company collaboration with partners such as universities. Applying a micro-foundational lens and building on 10 qualitative case studies, we identify how companies’ human capital helps overcome barriers and enhance the drivers of university–industry collaboration. We propose a two-dimensional framework consisting of companies’ human capital components and their managerial roles for university partnerships—attitudinal, relational, and cognitive—to guide future research on human capital in the context of university–industry strategic partnerships. The framework will also assist managers and recruiters in better understanding the role of human capital in their collaborations with universities.",2020,Technological Forecasting and Social Change,63,TRUE,https://doi.org/10.1016/j.techfore.2020.120085,Block 2E: Tacit knowledge
https://doi.org/10.1016/j.techsoc.2023.102301,Intelligent automation implementation and corporate sustainability performance: The enabling role of corporate social responsibility strategy,"Although Intelligent Automation (IA) represents the future of business automation, the organizational implementation and sustainability performance of this emerging technological innovation is vastly understudied. Understanding the implications of IA for sustainability is critical since leveraging these technologies shapes operations and policies that can promote sustainable digitalization and automation practices. We study how firms' technological, organizational, environmental, and human resource contexts impact IA implementation. The study further explains how IA may associate with the firm's triple bottom line while accounting for the moderating role of corporate social responsibility strategy. The study surveyed 207 multinational firms in 2022 and used partial least square-structural equation modeling to test the hypothesized relationships. Results showed that IA implementation is mainly determined by the characteristics of the firm's internal environment, such as absorptive capacity, employee socio-behavioral concerns, and social capital competency. IA may offer valuable opportunities for boosting the firm's economic and environmental sustainability performance. Nonetheless, IA is a double-edged sword for social sustainability, harming social values in implementing firms with informal corporate social sustainability strategies. Conversely, firms with formal corporate social sustainability strategy have a significantly higher opportunity to transform the value of IA into social sustainability performance. Findings are expected to assist managers and decision-makers with streamlining an impartial and sustainable transition of organizations toward automation.",2023,Technology in Society,91,TRUE,https://doi.org/10.1016/j.techsoc.2023.102301,Block 2E: Tacit knowledge
https://doi.org/10.1016/j.tre.2024.103426,Harnessing the power of Machine learning for AIS Data-Driven maritime Research: A comprehensive review,"Automatic Identification System (AIS) data holds immense research value in the maritime industry because of its massive scale and the ability to reveal the spatial–temporal variation patterns of vessels. Unfortunately, its potential has long been limited by traditional methodologies. The emergence of machine learning (ML) offers a promising avenue to unlock the full potential of AIS data. In recent years, there has been a growing interest among researchers in leveraging ML to analyze and utilize AIS data. This paper, therefore, provides a comprehensive review of ML applications using AIS data and offers valuable suggestions for future research, such as constructing benchmark AIS datasets, exploring more deep learning (DL) and deep reinforcement learning (DRL) applications on AIS-based studies, and developing large-scale ML models trained by AIS data.",2024,Transportation Research Part E Logistics and Transportation Review,95,TRUE,https://doi.org/10.1016/j.tre.2024.103426,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1016/j.tree.2024.04.007,Leveraging AI to improve evidence synthesis in conservation,NA,2024,Trends in Ecology & Evolution,29,FALSE,https://edepot.wur.nl/661090,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1016/j.tree.2024.11.013,The potential for AI to revolutionize conservation: a horizon scan,"Artificial Intelligence (AI) is an emerging tool that could be leveraged to identify the effective conservation solutions demanded by the urgent biodiversity crisis. We present the results of our horizon scan of AI applications likely to significantly benefit biological conservation. An international panel of conservation scientists and AI experts identified 21 key ideas. These included species recognition to uncover 'dark diversity', multimodal models to improve biodiversity loss predictions, monitoring wildlife trade, and addressing human-wildlife conflict. We consider the potential negative impacts of AI adoption, such as AI colonialism and loss of essential conservation skills, and suggest how the conservation field might adapt to harness the benefits of AI while mitigating its risks.",2024,Trends in Ecology & Evolution,69,TRUE,https://doi.org/10.1016/j.tree.2024.11.013,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1016/j.tsc.2024.101727,Creative partnerships with generative AI. Possibilities for education and beyond,"• Generative AI's role in creative production is accelerating, demanding new interaction models between humans and machines. • The authors explore human-AI creative production with ChatGPT and analyse outputs using the concept of alterity relations. • The findings present profound implications for reimagining the essence of creative outputs in education and creative industries. • AI's potentially transformative role as a collaborative partner in fostering creativity and innovation in education. The impact of generative artificial intelligence (AI) on creative production in industry and education is just beginning to be experienced and understood. This impact is likely to accelerate and become even more significant as the computational potential of generative AI grows through training on more diverse and more extensive language models and data sets. Emerging research in this new field suggests that previous models of understanding the interactions between machine and human may no longer be sufficient in a world of generative AI. The significant question is how emerging generative AI technologies will relate to and be a part of human creativity and creative outputs. In this article, we adopt a posthuman stance and conceive of creative output involving generative AI and humans in terms of a yet-to-be-fully-realised and emergent relationship that will likely become more integrated and complex. To investigate and experiment with this relational notion, each of us (as part of an autoethnographic approach) developed a creative output using ChatGPT: a poem and a multimodal narrative. We then employed the idea of alterity relations from the American philosopher of technology, Don Ihde, to conceive of the possibilities and limitations in working relationally and productively with generative AI. As two academics working in teacher education, we applied our learning from this exploration to possibilities in educational contexts. In this article, we offer several important implications and provocations for practitioners, researchers, educators and policymakers, not only in terms of practical concerns but also for rethinking the nature of the creative output.",2024,Thinking Skills and Creativity,51,TRUE,https://doi.org/10.1016/j.tsc.2024.101727,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1016/j.xplc.2024.101220,Synthetic biology and artificial intelligence in crop improvement,"Synthetic biology plays a pivotal role in improving crop traits and increasing bioproduction through the use of engineering principles that purposefully modify plants through ""design, build, test, and learn"" cycles, ultimately resulting in improved bioproduction based on an input genetic circuit (DNA, RNA, and proteins). Crop synthetic biology is a new tool that uses circular principles to redesign and create innovative biological components, devices, and systems to enhance yields, nutrient absorption, resilience, and nutritional quality. In the digital age, artificial intelligence (AI) has demonstrated great strengths in design and learning. The application of AI has become an irreversible trend, with particularly remarkable potential for use in crop breeding. However, there has not yet been a systematic review of AI-driven synthetic biology pathways for plant engineering. In this review, we explore the fundamental engineering principles used in crop synthetic biology and their applications for crop improvement. We discuss approaches to genetic circuit design, including gene editing, synthetic nucleic acid and protein technologies, multi-omics analysis, genomic selection, directed protein engineering, and AI. We then outline strategies for the development of crops with higher photosynthetic efficiency, reshaped plant architecture, modified metabolic pathways, and improved environmental adaptability and nutrient absorption; the establishment of trait networks; and the construction of crop factories. We propose the development of SMART (self-monitoring, adapted, and responsive technology) crops through AI-empowered synthetic biotechnology. Finally, we address challenges associated with the development of synthetic biology and offer potential solutions for crop improvement.",2024,Plant Communications,64,TRUE,https://doi.org/10.1016/j.xplc.2024.101220,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1016/s2468-2667(24)00167-1,The Lancet Public Health Commission on gambling,No abstract available.,2024,The Lancet Public Health,128,TRUE,https://doi.org/10.1016/s2468-2667(24)00167-1,Block 2E: Tacit knowledge
https://doi.org/10.1017/9781108688253.006,Will It Work Here? Using Case Studies to Generate ‘Key Facts’ About Complex Development Programs,"Immersion in the particular proved, as usual, essential for the catching of anything general.",2022,Cambridge University Press eBooks,9,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4CE53177DD92539FF08D8A682F017A50/9781108427272c5_87-116.pdf/will-it-work-here-using-case-studies-to-generate-key-facts-about-complex-development-programs.pdf,Block 2D: Pre-registration and explicit reasoning
https://doi.org/10.1017/bap.2023.35,The Paradox of Algorithms and Blame on Public Decision-makers,"Abstract Public decision-makers incorporate algorithm decision aids, often developed by private businesses, into the policy process, in part, as a method for justifying difficult decisions. Ethicists have worried that over-trust in algorithm advice and concerns about punishment if departing from an algorithm’s recommendation will result in over-reliance and harm democratic accountability. We test these concerns in a set of two pre-registered survey experiments in the judicial context conducted on three representative U.S. samples. The results show no support for the hypothesized blame dynamics, regardless of whether the judge agrees or disagrees with the algorithm. Algorithms, moreover, do not have a significant impact relative to other sources of advice. Respondents who are generally more trusting of elites assign greater blame to the decision-maker when they disagree with the algorithm, and they assign more blame when they think the decision-maker is abdicating their responsibility by agreeing with an algorithm.",2024,Business and Politics,5,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/13C176706062A2E809380BF5828D2844/S1469356923000356a.pdf/div-class-title-the-paradox-of-algorithms-and-blame-on-public-decision-makers-div.pdf,Block 2D: Pre-registration and explicit reasoning
https://doi.org/10.1017/bjt.2023.14,<i>Animo nullius</i>: on AI's origin story and a data colonial doctrine of discovery,"Abstract This paper traces elements of the theoretical origins of artificial intelligence to capitalism, not neurophysiology. It considers efforts in the twentieth and twenty-first centuries to formalize a science of mental behaviour using the dynamics of social rather than neural phenomena. I first revisit early American theorists’ controversial ambivalence toward neurophysiology, showing how this group benefited from post-war corporate and military investments in commercial and imperial expansion, which sustained and expanded their influence over the emerging field. I then trace the lasting effect of the founders’ early rhetoric through AI's institutionalization after 1960, arguing that from the 2010s technology corporations set out to veil their enclosure of the data commons via appeal to a curious precedent: the scientific pedigree of AI. By relating the field to the history of capitalism, and specifically the rise of assetization in modern technoscience, I invite reflection on AI's origin story and on broader parallels between historical colonialism and data colonialism. I offer a heuristic – animo nullius , for ‘no persons’ mind’ – as an attempt to name rhetorical manoeuvres that leverage the authority of mind-as-computer metaphors in order to naturalize acts of seizure.",2023,BJHS Themes,5,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E35550357FBA504B3E3ADAD6C43F67E3/S2058850X23000140a.pdf/div-class-title-span-class-italic-animo-nullius-span-on-ai-s-origin-story-and-a-data-colonial-doctrine-of-discovery-div.pdf,Block 1A: AI in research practice (broad fields)
https://doi.org/10.1017/cfl.2024.7,Examining epistemological challenges of large language models in law,"Abstract Large Language Models (LLMs) raises challenges that can be examined according to a normative and an epistemological approach. The normative approach, increasingly adopted by European institutions, identifies the pros and cons of technological advancement. Regarding LLMs, the main pros concern technological innovation, economic development and the achievement of social goals and values. The disadvantages mainly concern cases of risks and harms generated by means of LLMs. The epistemological approach examines how LLMs produce outputs, information, knowledge, and a representation of reality in ways that differ from those followed by human beings. To face the impact of LLMs, our paper contends that the epistemological approach should be examined as a priority: identifying risks and opportunities of LLMs also depends on considering how this form of artificial intelligence works from an epistemological point of view. To this end, our analysis compares the epistemology of LLMs with that of law, in order to highlight at least five issues in terms of: (i) qualification ; (ii) reliability ; (iii) pluralism and novelty ; (iv) technological dependence and (v) relation to truth and accuracy . The epistemological analysis of these issues, preliminary to the normative one, lays the foundations to better frame challenges and opportunities arising from the use of LLMs.",2025,Cambridge Forum on AI Law and Governance,1,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/66E7E100CF80163854AF261192D6151D/S3033373324000073a.pdf/div-class-title-examining-epistemological-challenges-of-large-language-models-in-law-div.pdf,Block 2G: Structured prompts and epistemic quality
https://doi.org/10.1017/jdm.2024.32,Do people like financial nudges?,"Abstract Do people like financial nudges? To answer that question we conducted a pre-registered survey presenting people with 36 hypothetical scenarios describing financial interventions. We varied levels of transparency (i.e., explaining how the interventions worked), framing (interventions framed in terms of spending, or saving), and ‘System’ (interventions could target either System 1 or System 2). Participants were a random sample of 2,100 people drawn from a representative Australian population. All financial interventions were tested across six dependent variables: approval, benefit, ethics, manipulation, the likelihood of use, as well as the likelihood of use if the intervention were to be proposed by a bank . Results indicate that people generally approve of financial interventions, rating them as neutral to positive across all dependent variables (except for manipulation, which was reverse coded). We find effects of framing and System. People have strong and significant preferences for System 2 interventions, and interventions framed in terms of savings. Transparency was not found to have a significant impact on how people rate financial interventions. Financial interventions continue to be rated positive, regardless of the messenger. Looking at demographics, we find that participants who were female, younger, living in metro areas and earning higher incomes were most likely to favor financial interventions, and this effect is especially strong for those aged under 45. We discuss the implications for these results as applied to the financial sector.",2025,Judgment and Decision Making,2,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FAD288E8CFEFAC08CF1D596618108AC9/S1930297524000329a.pdf/div-class-title-do-people-like-financial-nudges-div.pdf,Block 2D: Pre-registration and explicit reasoning
https://doi.org/10.1017/mor.2023.21,"Cultural Differences in People's Reactions and Applications of Robots, Algorithms, and Artificial Intelligence","Abstract Although research in cultural psychology has established that virtually all human behaviors and cognitions are in some ways shaped by culture, culture has been surprisingly absent from the emerging literature on the psychology of technology. In this perspective article, we first review recent findings on machine aversion versus appreciation. We then offer a cross-cultural perspective in understanding how people might react differently to machines. We propose three frameworks – historical, religious, and exposure – to explain how Asians might be more accepting of machines than their Western counterparts. We end the article by discussing three exciting human–machine applications found primarily in Asia and provide future research directions.",2023,Management and Organization Review,77,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/EE491FDF4C4773AB97D71C89545DF07C/S1740877623000219a.pdf/div-class-title-cultural-differences-in-people-s-reactions-and-applications-of-robots-algorithms-and-artificial-intelligence-div.pdf,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1017/pds.2022.7,Investigating Triple Process Theory in Design Protocols,"Abstract This study presents a coding scheme for design protocols that is derived from Triple Process Theory postulating the existence of three categories of cognitive processes: spontaneous, deliberate, and metacognitive. We applied the coding scheme to think-aloud protocols of designers engaged in an open design task. Results show that all three types occur during designing. The scheme we propose has the potential to ground accounts of Triple Process Theory for design in empirical studies. We explore the relation between design sessions outcomes and shifts between cognitive processes.",2022,Proceedings of the Design Society,5,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BB106FBEE35D926F11A437AFECD5F27C/S2732527X22000074a.pdf/div-class-title-investigating-triple-process-theory-in-design-protocols-div.pdf,Block 2G: Structured prompts and epistemic quality
https://doi.org/10.1017/s0008197322000241,ADDRESSING VACCINE INEQUITY DURING THE COVID-19 PANDEMIC: THE TRIPS INTELLECTUAL PROPERTY WAIVER PROPOSAL AND BEYOND,"Abstract This article examines global vaccine inequity during the COVID-19 pandemic. We critique intellectual property (IP) law under the 1994 WTO TRIPS Agreement, and specifically, the role that IP has played in enabling the inequities of production, distribution and pricing in the COVID-19 vaccine context. Given the failure of international response mechanisms, including COVAX and C-TAP, to address vaccine inequity, we argue the TRIPS waiver proposal should be viewed as offering a necessary and proportionate legal measure for clearing IP barriers that cannot be achieved by existing TRIPS flexibilities. Finally, we reflect on the waiver debate in the wider context of TRIPS and the need to boost global pandemic preparedness.",2022,The Cambridge Law Journal,62,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7F2A8FB2EA5395265DAB44A3BC2BE223/S0008197322000241a.pdf/div-class-title-addressing-vaccine-inequity-during-the-covid-19-pandemic-the-trips-intellectual-property-waiver-proposal-and-beyond-div.pdf,Block 2E: Tacit knowledge
https://doi.org/10.1017/s0033291724003295,"Artificial intelligence in mental health care: a systematic review of diagnosis, monitoring, and intervention applications","Artificial intelligence (AI) has been recently applied to different mental health illnesses and healthcare domains. This systematic review presents the application of AI in mental health in the domains of diagnosis, monitoring, and intervention. A database search (CCTR, CINAHL, PsycINFO, PubMed, and Scopus) was conducted from inception to February 2024, and a total of 85 relevant studies were included according to preestablished inclusion criteria. The AI methods most frequently used were support vector machine and random forest for diagnosis, machine learning for monitoring, and AI chatbot for intervention. AI tools appeared to be accurate in detecting, classifying, and predicting the risk of mental health conditions as well as predicting treatment response and monitoring the ongoing prognosis of mental health disorders. Future directions should focus on developing more diverse and robust datasets and on enhancing the transparency and interpretability of AI models to improve clinical practice.",2025,Psychological Medicine,90,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/04DBD2D05976C9B1873B475018695418/S0033291724003295a.pdf/div-class-title-artificial-intelligence-in-mental-health-care-a-systematic-review-of-diagnosis-monitoring-and-intervention-applications-div.pdf,Block 1H: AI and research practice (no field restriction)
https://doi.org/10.1017/s0260210521000528,Communities of practice and what they can do for International Relations,"Abstract This article argues that communities of practice (CoPs) provide IR with a unique way to understand how a small group of committed people can make a difference to international politics. The point is addressed in three steps. First, the article advances our understanding of how CoPs work. While at its core a CoP is a group of people brought together by a practice they enjoy, a CoP also shares a sense of timing, placing, and humour. These aspects help the group anchor, refine, and innovate their practice in the face of challenges and uncertainty. Second, the article contrasts the analysis of CoPs with other IR approaches, especially institutional analysis, network analysis, and epistemic communities, to show how CoPs supplement them. Third, the article illustrates the argument with the example of the EU foreign policy towards the Israeli-Palestinian conflict. It concludes by suggesting that a CoP's perspective not only helps IR better understand informal politics, but also opens up conversations across disciplines.",2021,Review of International Studies,56,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/14F4AE39FB5BAED71AD40994807EC169/S0260210521000528a.pdf/div-class-title-communities-of-practice-and-what-they-can-do-for-international-relations-div.pdf,Block 2E: Tacit knowledge
https://doi.org/10.1017/s0261444820000038,A short history of SLA: Where have we come from and where are we going?,"If we want to understand where we are now, we need to consider where we have come from. This statement constitutes the strongest rationale for the study of history. It is relevant to any field of enquiry and it is certainly true of the field of second language acquisition (SLA). As Larsen-Freeman (2018) wrote in her own historical account of SLA ‘it is important to understand ideas at the time they originated’ (p. 56). I would add that it is also important to understand how the ideas that motivated a field of enquiry at one time evolved into and were sometimes replaced by ideas later on.",2020,Language Teaching,59,TRUE,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A54A109A62DA4CF4F639E9AB2B16DEF4/S0261444820000038a.pdf/div-class-title-a-short-history-of-sla-where-have-we-come-from-and-where-are-we-going-div.pdf,Block 2E: Tacit knowledge
https://doi.org/10.1021/acs.jchemed.4c01085,Is This a Helpful YouTube Video? A Research-Based Framework for Evaluating and Developing Conceptual Chemistry Instructional Videos,"The advent of sites such as YouTube has allowed learners to access videos to support their classroom learning. Given the varying quality and content of chemistry instructional videos, identifying and selecting appropriate videos can be challenging for both instructors and students. This article aims to summarize education research important for creating videos to support students' conceptual chemistry learning and identify ways these criteria can be operationalized for use in the framework to evaluate or guide the development of instructional videos focused on conceptual understanding of chemistry topics. The framework helps the user consider the chemistry content of the video through the lenses of the disciplinary Core Ideas, Science Practices, causal mechanistic reasoning, and Johnstone's Triangle. It also includes design considerations from Mayer's multimedia theory and considerations for accessibility. Finally, we summarize findings and insights gained from using the framework to evaluate a set of 25 highly viewed or highly relevant YouTube videos related to Le Chatelier's Principle.",2025,Journal of Chemical Education,4,TRUE,https://doi.org/10.1021/acs.jchemed.4c01085,Block 2G: Structured prompts and epistemic quality
https://doi.org/10.1037/amp0001329,Psychological predictors of socioeconomic resilience amidst the COVID-19 pandemic: Evidence from machine learning.,"What predicts cross-country differences in the recovery of socioeconomic activity from the COVID-19 pandemic? To answer this question, we examined how quickly countries' socioeconomic activity bounced back to normalcy from disruptions caused by the COVID-19 pandemic based on residents' attitudes, values, and beliefs as measured in the World Values Survey. We trained nine preregistered machine learning models to predict the rate at which various socioeconomic metrics (e.g., public transportation occupancy, cinema attendance) recovered from their COVID-19 lows based on the World Values Survey. All models had high predictive accuracy when presented with out-of-sample data (rs ≥ .83). Feature importance analyses identified five psychological predictors that most strongly predicted socioeconomic recovery from COVID-19: religiosity, liberal social attitudes, the value of independence, obedience to authority, and the Protestant work ethic. Although past research has established the role of religiosity, liberalism, and independence in predicting resilience, it has not yet considered obedience to authority or the Protestant work ethic. Thus, the current research suggests new directions for future work on resilience that may not be apparent from either a deductive or an inductive approach. (PsycInfo Database Record (c) 2024 APA, all rights reserved).",2024,American Psychologist,3,FALSE,http://ira.lib.polyu.edu.hk/bitstream/10397/110721/1/Abhishek_Psychological_Predictors_Socioeconomic.pdf,Block 2D: Pre-registration and explicit reasoning
